"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene_id ""PDENDC454_26638""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_26638""; ",156.0992876272,-1.16397240562855,0.360488331946077,-3.22887678318159,0.00124277428044067,0.0285838084501355
"gene_id ""PDENDC454_26648""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_26648""; ",265.022318854449,-1.84986080066074,0.416777593876021,-4.43848428476466,9.05945977109241e-06,0.00059460990839048
"gene_id ""PDENDC454_26653""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_26653""; ",2275.44436260602,-1.19085291538334,0.356306513156129,-3.34221483866485,0.000831127050408733,0.0214025157191378
"gene_id ""PDENDC454_26453""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_26453""; ",59.2109253014438,-2.48553064586029,0.639997859735424,-3.88365462173234,0.000102898044449741,0.00410220203872968
"gene_id ""PDENDC454_26473""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_26473""; ",149.105803836073,-1.76392160858188,0.414051232739717,-4.26015301756323,2.04286996973947e-05,0.00116965172097211
"gene_id ""PDENDC454_26478""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_26478""; ",315.666212214843,-1.21244729086568,0.347936766670035,-3.48467712242525,0.000492731224480485,0.0143943668634331
"gene_id ""PDENDC454_26483""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_26483""; ",406.111386437697,-2.2499586615826,0.323626163057994,-6.95233858821051,3.59279812236832e-12,4.83410987364657e-09
"gene_id ""PDENDC454_26238""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_26238""; ",78.0159562385452,-1.70112345373611,0.533436574226356,-3.1889891618385,0.00142771230384804,0.0307357904772407
"gene_id ""PDENDC454_25791""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_25791""; ",52.9797688016257,-1.50551538977193,0.48697241009424,-3.09158251795123,0.00199092637623075,0.0379970416910422
"gene_id ""PDENDC454_25436""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_25436""; ",1324.67667742263,-1.1726303477795,0.313066225717876,-3.74563032179724,0.000179941405125004,0.00645629761588514
"gene_id ""PDENDC454_25351""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_25351""; ",127.732481755884,-1.41118878611811,0.41137186005346,-3.43044559716534,0.000602590793538729,0.0166315059016689
"gene_id ""PDENDC454_25169""; transcript_id """"; gbkey ""Gene""; gene ""anmK""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_25169""; ",182.272734717351,-1.05465615575084,0.343042007851489,-3.07442275759832,0.00210910328941387,0.0399689926183994
"gene_id ""PDENDC454_25059""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_25059""; ",230.864060225452,-1.14732018668212,0.33182040935327,-3.45765406328771,0.000544900583711435,0.0153542143535861
"gene_id ""PDENDC454_24408""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_24408""; ",31.0925797131264,-2.26332684270306,0.719497563457389,-3.14570466622171,0.0016568722254643,0.0338533083518012
"gene_id ""PDENDC454_24443""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_24443""; ",29.25321868661,-2.26524010723162,0.75225975681738,-3.01124722770666,0.00260176922621809,0.0464471529631713
"gene_id ""PDENDC454_24453""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_24453""; ",3945.93872979843,-1.2546183509677,0.231608371871876,-5.41698186826226,6.06134847961517e-08,1.20822879693662e-05
"gene_id ""PDENDC454_24458""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_24458""; ",281.24899390295,-1.54323602785562,0.385632201425141,-4.00183392920105,6.285340967023e-05,0.00294153957256676
"gene_id ""PDENDC454_24218""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_24218""; ",76.6509093633444,-2.94543838237578,0.931439325304355,-3.16224396195999,0.00156558343272458,0.0322834100954931
"gene_id ""PDENDC454_24178""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_24178""; partial ""true""; ",935.742548410541,-1.5484438140781,0.319417879469797,-4.84770550931079,1.24897620821911e-06,0.000131803724561475
"gene_id ""PDENDC454_23953""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_23953""; ",992.366725074138,-1.19759278808202,0.32398123555706,-3.69648811920498,0.000218602484440378,0.00759044239521364
"gene_id ""PDENDC454_23816""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_23816""; ",530.730484636944,-1.42020131505893,0.281643768129825,-5.04254478801137,4.59381185635421e-07,5.61906713884054e-05
"gene_id ""PDENDC454_23234""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_23234""; ",61.5202700099185,-1.24143530423488,0.411405362011593,-3.01754770080001,0.00254828932046243,0.0460231312843249
"gene_id ""PDENDC454_23004""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_23004""; ",699.155356692001,-2.04899058229993,0.481841036634471,-4.25242025173193,2.1147253435164e-05,0.00119804755776898
"gene_id ""PDENDC454_23009""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_23009""; ",418.06856789522,-1.80707400338404,0.433266760165592,-4.17081154043155,3.03516800003786e-05,0.00163352741762037
"gene_id ""PDENDC454_23014""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_23014""; ",1135.66182334937,-1.6329791728221,0.414044870118008,-3.94396668254018,8.01447976984022e-05,0.00353556804272787
"gene_id ""PDENDC454_23029""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_23029""; ",297.935614323584,-1.22522989841983,0.271222623370917,-4.51743251795125,6.25939666974984e-06,0.000443264116797285
"gene_id ""PDENDC454_22849""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_22849""; ",96.7654527587057,-1.96243669936684,0.482696555323355,-4.06557013453766,4.79151818770608e-05,0.00229669870940714
"gene_id ""PDENDC454_22854""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_22854""; ",860.13019843209,-1.36192717720057,0.43713478161281,-3.1155772418194,0.001835852608382,0.036120291749152
"gene_id ""PDENDC454_22224""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_22224""; ",156.96690714595,-1.81067096256395,0.593685678905261,-3.04988148931398,0.00228931682029985,0.042930672915867
"gene_id ""PDENDC454_22254""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_22254""; ",149.317412970436,-1.9197151229829,0.592283558304327,-3.24120954577725,0.00119023657448672,0.0277309664237556
"gene_id ""PDENDC454_22259""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_22259""; ",142.621416093684,-2.26382753790783,0.601777429650913,-3.76190170379282,0.000168626322837688,0.00617378822797576
"gene_id ""PDENDC454_22264""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_22264""; ",162.74012254979,-2.5714566138164,0.493367003633763,-5.21205632901476,1.86758818947332e-07,2.79204434326261e-05
"gene_id ""PDENDC454_22284""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_22284""; partial ""true""; ",129.557949842753,-1.94765786271566,0.479202739352866,-4.06437130419133,4.81621040086904e-05,0.00229669870940714
"gene_id ""PDENDC454_21949""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21949""; ",401.366088630081,-1.03116699414229,0.327869852012465,-3.14504974401578,0.00166058591692224,0.0338533083518012
"gene_id ""PDENDC454_21604""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21604""; ",234.386861395767,-1.7952420375334,0.427227911711045,-4.20207104527292,2.6448409454624e-05,0.00145250346617129
"gene_id ""PDENDC454_21052""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21052""; ",231.569816179205,-2.14964727815988,0.660110357329084,-3.25649681798314,0.00112796194773844,0.0265095685708659
"gene_id ""PDENDC454_20887""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20887""; ",433.092866610357,-2.55708815509748,0.417259319649099,-6.12829488685333,8.88258431201182e-10,3.59689103446969e-07
"gene_id ""PDENDC454_20677""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20677""; ",607.702301954528,-2.08598076516646,0.548997960113725,-3.79961478314846,0.000144921178302032,0.00541642903903843
"gene_id ""PDENDC454_20782""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20782""; ",83.8751118498835,-2.34062618930547,0.646883376204149,-3.61831247394244,0.000296530244416561,0.00938779867911725
"gene_id ""PDENDC454_20290""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20290""; ",1270.68396425788,-1.49184711067944,0.247066938305087,-6.03823045249888,1.55813434423502e-09,4.93287002392521e-07
"gene_id ""PDENDC454_20235""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20235""; ",70.0758728096979,-2.20796119298799,0.677315286796293,-3.25987208030054,0.00111462472826571,0.026467772245041
"gene_id ""PDENDC454_20240""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20240""; ",172.697485658413,-2.32308322948103,0.532803290524974,-4.36011426879906,1.29994542835239e-05,0.000786101830942984
"gene_id ""PDENDC454_20245""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20245""; ",74.4530007148109,-2.36148466709702,0.595782279346715,-3.96367053697272,7.3806095206752e-05,0.00331020337002283
"gene_id ""PDENDC454_19990""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_19990""; ",300.07734030331,-1.74038866246636,0.456737761155619,-3.81047684356752,0.00013869900416069,0.00522012615659324
"gene_id ""PDENDC454_19995""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_19995""; ",167.478932474596,-1.83162335588084,0.34568657833334,-5.29850873791992,1.16752290781563e-07,2.00591947450184e-05
"gene_id ""PDENDC454_20005""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20005""; ",84.9046033362489,-1.85222482908089,0.567551405603419,-3.26353667842934,0.00110030940860506,0.0263194010538331
"gene_id ""PDENDC454_19453""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_19453""; ",1881.80938384791,-1.25551597933476,0.278343101643262,-4.51067754840171,6.46208877137752e-06,0.000451674828150049
"gene_id ""PDENDC454_19388""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_19388""; ",72.1833626745835,-1.73753722613615,0.554455122533348,-3.13377432279317,0.0017257352537196,0.034916944118492
"gene_id ""PDENDC454_18778""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_18778""; ",646.072153383035,-2.29485237060058,0.428725202294736,-5.35273494144376,8.66347080442724e-08,1.66524285247955e-05
"gene_id ""PDENDC454_18513""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_18513""; ",366.982650766304,-1.01035542966656,0.298503182443368,-3.38473922253156,0.000712459063989674,0.0189824489227348
"gene_id ""PDENDC454_18593""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_18593""; ",87.5670677620064,-2.6295668594913,0.408102244688155,-6.44340209767933,1.16824640332694e-10,7.85937767838198e-08
"gene_id ""PDENDC454_18438""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_18438""; ",760.167644433418,-1.73753651605281,0.521541765076114,-3.33153858885919,0.000863673249381706,0.0217209786363193
"gene_id ""PDENDC454_18443""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_18443""; ",111.806848775993,-2.66680557788253,0.681272080471329,-3.91445012106989,9.06104655080248e-05,0.00372739632599426
"gene_id ""PDENDC454_17868""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_17868""; ",161.19081283597,-1.92983510730837,0.619030754755856,-3.1175108707959,0.00182385220346487,0.0360881344082644
"gene_id ""PDENDC454_17883""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_17883""; ",441.107510013398,-2.77844809262042,0.737060656865115,-3.76963288806892,0.000163487843713864,0.00602665462238366
"gene_id ""PDENDC454_17573""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_17573""; ",981.692036405643,-1.75954253672459,0.398770308080264,-4.41242113836228,1.02221032989714e-05,0.000647239528883109
"gene_id ""PDENDC454_17678""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_17678""; ",243.44946880052,-1.43214062311741,0.472140706929831,-3.03329198710725,0.00241901417512888,0.0443714428922166
"gene_id ""PDENDC454_17433""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_17433""; ",66.4488791606511,-1.89147292025436,0.59678608208165,-3.16943202438085,0.00152737180332886,0.031985661655704
"gene_id ""PDENDC454_17438""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_17438""; ",398.785072212566,-1.56328506258809,0.417331509686767,-3.74590709376685,0.000179743108044148,0.00645629761588514
"gene_id ""PDENDC454_16928""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_16928""; partial ""true""; ",1239.83270764035,-2.0217293702889,0.421571704947396,-4.7956951250824,1.62111680163719e-06,0.00015580090404306
"gene_id ""PDENDC454_16563""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_16563""; ",231.040296126958,-2.94242159356941,0.62906747560816,-4.67743399183813,2.90487037133303e-06,0.000248158926008165
"gene_id ""PDENDC454_16568""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_16568""; ",97.5092347599246,-4.53335436956612,0.811985266052963,-5.5830500368592,2.36336713009429e-08,5.53027908442063e-06
"gene_id ""PDENDC454_16573""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_16573""; ",64.9753885900009,-2.90327452646779,0.7471368208153,-3.88586728104183,0.000101965204768364,0.00409534874674132
"gene_id ""PDENDC454_16208""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_16208""; partial ""true""; ",195.294080252185,-2.13219269368321,0.494443806626949,-4.31230539265693,1.61561066805599e-05,0.000966135179497483
"gene_id ""PDENDC454_15904""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15904""; ",2715.65270098234,-1.95494683420143,0.486478401532278,-4.01856861074174,5.855276001378e-05,0.00276430661749267
"gene_id ""PDENDC454_15909""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15909""; ",3300.65467535742,-2.01919608349097,0.472928296130294,-4.26956073470949,1.9585831302295e-05,0.0011334510114941
"gene_id ""PDENDC454_15974""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15974""; ",2498.86427344201,-1.40487601603176,0.410170365034514,-3.42510365397448,0.000614564902665591,0.0167897883560721
"gene_id ""PDENDC454_15842""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15842""; ",650.592410622361,-1.34504459444008,0.386111925935385,-3.48356138231579,0.000494789645064125,0.0143943668634331
"gene_id ""PDENDC454_15617""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15617""; ",132.903529700926,-4.6169176507639,0.734217187332912,-6.28821788759144,3.21130989494637e-10,1.72832698546014e-07
"gene_id ""PDENDC454_15357""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15357""; ",109.129312595406,-1.70825466504942,0.505357276969503,-3.38029101963937,0.000724091162999207,0.0191973331983336
"gene_id ""PDENDC454_15362""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15362""; ",833.530735114975,-2.35376577446121,0.456521073736909,-5.15587540175127,2.52448727297565e-07,3.39669762578874e-05
"gene_id ""PDENDC454_15367""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15367""; ",721.842715433217,-1.01676514044472,0.315176843741369,-3.22601472993705,0.00125526896563415,0.0287483300980553
"gene_id ""PDENDC454_15132""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15132""; ",3044.09025033463,-1.39781384196386,0.459844338789575,-3.03975437784719,0.00236771159505272,0.0437904598095318
"gene_id ""PDENDC454_14922""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14922""; ",375.700883652734,-1.20173340777821,0.370929807814506,-3.23978656462997,0.00119619201381917,0.027749592320581
"gene_id ""PDENDC454_14477""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14477""; ",169.954008271863,-1.65869931981878,0.521450497991295,-3.18093342744582,0.00146801359921661,0.0312318159907728
"gene_id ""PDENDC454_14747""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14747""; ",297.560578886065,-2.33345184063055,0.698643615736623,-3.33997447063229,0.00083786091665923,0.0214731783498094
"gene_id ""PDENDC454_14752""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14752""; ",232.76149072823,-2.98117453079014,0.630592579833537,-4.72757629272629,2.27215701698722e-06,0.000200471296154512
"gene_id ""PDENDC454_14757""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14757""; ",244.514795793812,-3.78666394659159,0.715191442045341,-5.29461585245245,1.19266858387326e-07,2.00591947450184e-05
"gene_id ""PDENDC454_14337""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14337""; ",281.875128057994,-1.33658174828632,0.34834367509522,-3.83696287271748,0.000124565295539312,0.00478864586137556
"gene_id ""PDENDC454_14382""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14382""; ",364.816650851046,-4.83523743698118,1.34430889861179,-3.59682022634406,0.000322130951105239,0.0100214380280254
"gene_id ""PDENDC454_13700""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13700""; ",229.303472241906,-1.40896777852289,0.412143534660345,-3.41863370411486,0.000629363883789789,0.017021288555561
"gene_id ""PDENDC454_13705""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13705""; ",401.491754890415,-1.00722014187285,0.318007676512944,-3.16728247857834,0.00153870774543309,0.0320981592477554
"gene_id ""PDENDC454_13505""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13505""; ",14.5268075609766,-4.72838117330431,1.49626465525638,-3.16012354946265,0.0015770225049831,0.0323951722206834
"gene_id ""PDENDC454_12625""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12625""; ",127.451556984911,-2.34451658999019,0.595850646928806,-3.93473868338405,8.32872639060849e-05,0.00357761119989298
"gene_id ""PDENDC454_12785""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12785""; ",671.703654108138,-1.82413136719656,0.351715380591401,-5.18638498017722,2.14415344966476e-07,2.95893176053736e-05
"gene_id ""PDENDC454_12790""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12790""; ",15.4565456481617,-4.59192250974571,0.967827149422476,-4.74456881322849,2.08950940443899e-06,0.000190605756181197
"gene_id ""PDENDC454_12830""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12830""; ",1668.55673392636,-1.21796263380631,0.28445597988076,-4.28172624220052,1.85449044062915e-05,0.00108487690776805
"gene_id ""PDENDC454_12855""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12855""; ",6967.2662407832,-1.41856666903183,0.289209643678422,-4.90497706435114,9.34382568439408e-07,0.000102629530272263
"gene_id ""PDENDC454_12860""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12860""; ",2738.22715986449,-1.50070885927268,0.299993387525226,-5.00247312666681,5.65994739525525e-07,6.62213845244864e-05
"gene_id ""PDENDC454_12865""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12865""; ",22575.5728432266,-1.34417433886047,0.358363819113664,-3.7508650906361,0.00017622550449777,0.00640841665680405
"gene_id ""PDENDC454_12870""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12870""; ",13850.2780571025,-1.13670586226078,0.291805772454495,-3.89541938358343,9.80289638207279e-05,0.0039668562652869
"gene_id ""PDENDC454_12900""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12900""; ",508.249364571878,-1.40531106814732,0.38190659551415,-3.67972453121786,0.000233486033285467,0.00805526814834861
"gene_id ""PDENDC454_12905""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12905""; ",28.2642920585672,-2.48187444457471,0.74921875494286,-3.31261654650381,0.000924276071754715,0.0227144009962734
"gene_id ""PDENDC454_13000""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13000""; ",709.780456661178,-1.04621011948374,0.257428218187909,-4.06408484216778,4.82212846828329e-05,0.00229669870940714
"gene_id ""PDENDC454_12400""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12400""; ",179.444047415829,-2.1129639204556,0.470132347350426,-4.49440233662681,6.97656128837099e-06,0.000475289276633071
"gene_id ""PDENDC454_12405""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12405""; ",2450.62087744272,-1.90471584193773,0.263910165246375,-7.21728865638642,5.30343258705883e-13,1.38796055005977e-09
"gene_id ""PDENDC454_11930""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_11930""; ",63.9506364637077,-2.11743966772268,0.53881231885999,-3.92982787068181,8.50066924979175e-05,0.00357761119989298
"gene_id ""PDENDC454_10320""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_10320""; ",760.039216255132,-1.61907191167411,0.347284691221854,-4.66208834595534,3.13016757617557e-06,0.000263227529609015
